0.384521,0.472656,0.597168,0.214111,0.942139,0.754395,0.26001,0.238281,0.575195,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754395,0.26001,0.238525,0.575195,0.090332,0.999756,0.625,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754395,0.259766,0.238525,0.575439,0.090332,0.999756,0.625244,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214111,0.942139,0.754395,0.259766,0.238525,0.575439,0.090332,0.999756,0.625,0.088135,0.090576,hand
0.384766,0.472656,0.597168,0.214111,0.942139,0.754395,0.26001,0.238281,0.575439,0.090332,0.999756,0.625,0.088135,0.090332,hand
0.384766,0.472656,0.597412,0.214111,0.942139,0.754395,0.26001,0.238281,0.575439,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754395,0.260254,0.238525,0.575928,0.090332,0.999756,0.625,0.087891,0.090332,hand
0.384766,0.472656,0.596924,0.214355,0.942383,0.75415,0.260254,0.238281,0.576172,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384766,0.472656,0.597168,0.214355,0.942383,0.75415,0.260498,0.238281,0.575928,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754395,0.260254,0.238281,0.576172,0.090332,0.999756,0.624756,0.088135,0.090332,hand
0.384521,0.472656,0.597168,0.214111,0.942139,0.75415,0.260254,0.238525,0.576172,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214111,0.942139,0.75415,0.26001,0.238525,0.576172,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.596924,0.214355,0.942139,0.754395,0.26001,0.238525,0.576172,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.596924,0.214111,0.942139,0.754395,0.259766,0.23877,0.575684,0.090332,0.999756,0.625,0.088135,0.090332,hand
0.384766,0.472656,0.597168,0.214355,0.942139,0.754639,0.259521,0.238525,0.575684,0.090332,0.999756,0.625,0.088135,0.090576,hand
0.384766,0.472656,0.596924,0.214111,0.942139,0.754639,0.259277,0.238525,0.575439,0.090332,0.999756,0.624756,0.088135,0.090332,hand
0.384766,0.472656,0.597168,0.214355,0.942139,0.754395,0.259521,0.238525,0.575439,0.090332,0.999756,0.625,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754639,0.259766,0.238525,0.575439,0.090332,0.999756,0.624756,0.088135,0.090332,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754395,0.259766,0.238525,0.575684,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754639,0.259521,0.238525,0.575439,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754639,0.259766,0.23877,0.575684,0.090332,0.999756,0.624756,0.087891,0.090576,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754639,0.259766,0.238525,0.575439,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384766,0.472656,0.597168,0.214355,0.942383,0.754639,0.259521,0.23877,0.575684,0.090332,0.999756,0.624756,0.087891,0.090332,hand
0.384521,0.472412,0.596924,0.214355,0.942139,0.754639,0.259766,0.238525,0.575684,0.090332,0.999756,0.624756,0.088135,0.090576,hand
0.384521,0.472656,0.596924,0.214355,0.942139,0.754395,0.259521,0.23877,0.575684,0.090332,0.999756,0.624756,0.088135,0.090332,hand
0.384521,0.472656,0.596924,0.214111,0.942139,0.754639,0.259277,0.238525,0.575684,0.090332,0.999756,0.624756,0.088135,0.090332,hand
0.384521,0.472656,0.596924,0.214355,0.942139,0.754639,0.259277,0.238525,0.575684,0.090332,0.999756,0.625,0.088135,0.090332,hand
0.384521,0.472656,0.597168,0.214355,0.942139,0.754639,0.259521,0.238525,0.575684,0.090332,0.999756,0.624756,0.087891,0.090576,hand
0.384521,0.472412,0.596924,0.214355,0.942139,0.754639,0.259521,0.238525,0.575684,0.090332,0.999756,0.625,0.088135,0.090576,hand
0.384521,0.472656,0.597168,0.2146,0.942139,0.754395,0.259521,0.23877,0.575928,0.090332,0.999756,0.624756,0.087891,0.090576,hand
0.384521,0.472656,0.597168,0.2146,0.942139,0.754639,0.259521,0.23877,0.575684,0.090332,0.999756,0.624756,0.088135,0.090576,hand
